,Count,Nouns_Adjectives
3808,5,later cable
7473,5,thief window
3618,5,inside gate
7472,5,thief white
3811,5,laundry area
7739,5,undying gratitude
7466,5,thief used
7465,5,thief thieve
3824,5,leather saddle
3830,5,left door
491,5,area thief
3834,5,left handlebar
3587,5,inch cable
2836,5,garage rear
2831,5,garage private
454,5,apt rack
2870,5,garage tool
7713,5,uc berkeley
7562,5,time year
3746,5,king sooper
3749,5,kitty corner
3736,5,killer burger
7568,5,tire different
411,5,apartment railing
365,5,apartment community
7627,5,trailer hitch
420,5,apartment stairwell
2966,5,gel seat
3657,5,irving park
3651,5,interstate lombard
3779,5,ladd addition
438,5,apple store
7519,5,thursday night
441,5,apt balcony
3628,5,inside parking
7429,5,thief foot
3867,5,light black
7423,5,thief cut
593,5,ave portland
7324,5,tail light
7322,5,taco bell
7317,5,swimming pool
2773,5,garage left
7307,5,sw street
590,5,ave parking
592,5,ave porch
3533,5,house shed
7334,5,tape black
599,5,ave shaver
3517,5,house negotiable
236,5,abus lock
235,5,abus chain
3950,5,lock balcony
611,5,avenue capitol
2751,5,garage gate
7329,5,tall skinny
3921,5,little hour
3577,5,hwy multnomah
7818,5,van ness
7797,5,urban center
523,5,attached photo
7412,5,thief backyard
3569,5,hug kiss
7407,5,thief able
3562,5,hudson st
532,5,august lock
7383,5,theft garage
7853,5,view apartment
3896,5,likely stolen
7357,5,taylor street
7356,5,taylor st
557,5,ave corner
7838,5,veteran hospital
2791,5,garage metal
2788,5,garage man
8013,5,white basket
7583,5,tire seat
8014,5,white black
4485,5,meyer rack
4480,5,metro rack
8061,5,wind sw
6226,5,restaurant nw
2295,5,engineering building
1297,5,cable stolen
4478,5,metra station
6381,5,safeway parking
4646,5,mount light
6390,5,salmon st
6391,5,salmon street
6401,5,san rafael
4463,5,metal post
6412,5,saturday evening
2389,5,fence apartment
3141,5,hall rack
3352,5,home outside
110,5,20 pm
2396,5,fence garage
1150,5,building negotiable
1148,5,building minute
4453,5,metal door
8193,5,yard night
3137,5,hall cramer
6206,5,residential house
2325,5,entry door
2411,5,fence post
1122,5,building entrance
8045,5,white shirt
2415,5,fence thief
972,5,blue helmet
1195,5,burger king
6503,5,seat cover
6358,5,roosevelt high
4574,5,monday june
3312,5,home break
1253,5,cable combination
8142,5,workplace garage
6301,5,road sign
1237,5,busy intersection
4592,5,montlake shop
2340,5,eugene oregon
4560,5,mlk blvd
6309,5,rock gym
2345,5,evening hour
70,5,14th street
3175,5,handlebar white
2348,5,evening saturday
8107,5,wooden pole
3326,5,home door
3182,5,hard rock
3157,5,hancock st
2317,5,entrance parking
6335,5,room house
1269,5,cable locking
3151,5,hallway apartment
4525,5,minute garage
3185,5,hardware store
2361,5,exact date
8077,5,window stolen
4504,5,milk crate
4498,5,midnight morning
1285,5,cable railing
1114,5,building cage
6453,5,school ground
8041,5,white red
2479,5,flight stair
1327,5,cage open
4686,5,multnomah village
131,5,24th hawthorne
9,5,10 pm
1012,5,book store
2481,5,floor apt
4333,5,male foot
6576,5,security cable
4336,5,male mid
1032,5,brake cable
4339,5,male short
3241,5,helmet rack
8233,5,yoga studio
4673,5,mt scott
3365,5,home shed
4264,5,lot nw
8237,5,young black
2263,5,ecotrust building
3220,5,heavy chain
6162,5,report case
6704,5,sign corner
6707,5,sign ground
4715,5,neighbor garage
2523,5,foot fence
2525,5,foot high
2530,5,foot tall
6718,5,silver black
975,5,blue line
6721,5,silver fender
8241,5,young white
4217,5,locker room
6579,5,security desk
4341,5,male white
3170,5,handlebar red
6551,5,secure basement
1085,5,brooklyn neighborhood
4393,5,market parking
8031,5,white lettering
3217,5,health healing
1087,5,brooks saddle
1078,5,broadway street
4380,5,manor apartment
6547,5,second wind
2431,5,fender light
6550,5,secure area
2279,5,emerson st
1064,5,bright red
4361,5,man door
1099,5,buena garden
1065,5,bright yellow
4405,5,marshall st
6517,5,seat rear
2273,5,elm street
3208,4,head light
1895,4,craft beer
2971,4,giant escape
3573,4,husband cable
3173,4,handlebar stem
5191,4,park garage
3210,4,head tube
1893,4,covered garage
3581,4,ice cream
2914,4,gate door
3606,4,inner tube
3698,4,kaiser permanente
5355,4,photo wheel
3650,4,interstate church
3613,4,inside car
2982,4,giro helmet
5337,4,personal property
3282,4,holiday weekend
2955,4,gated storage
2984,4,glisan hoyt
3637,4,inside vehicle
3186,4,hardwood ave
1907,4,creek apartment
3645,4,internal gear
1908,4,creek area
3195,4,hawthorne apartment
3278,4,holgate blvd
5359,4,pick truck
1975,4,cycle sticker
3002,4,good sam
5308,4,perps return
3075,4,grocery shopping
3446,4,hour trace
3078,4,ground cable
3133,4,half lock
3131,4,half hour
1964,4,cutter rack
3084,4,ground kontrol
1961,4,cutter chain
3434,4,hour night
3431,4,hour midnight
3129,4,half block
3360,4,home residence
3127,4,hair short
3421,4,hour gym
3125,4,hair mustache
3363,4,home school
3739,4,killingsworth interstate
3384,4,hooded sweatshirt
1946,4,cut ground
1947,4,cut half
1948,4,cut helmet
3382,4,hood community
3369,4,home sw
3378,4,homeless man
3371,4,home tbd
5242,4,parking signpost
3373,4,home thief
3449,4,hour window
3353,4,home park
3069,4,grip brake
5265,4,patio lock
5213,4,park zoo
3005,4,goodwill broadway
3556,4,hoyt st
3315,4,home car
3553,4,howard st
3544,4,house visible
3160,4,hand rail
3156,4,hampton inn
3541,4,house thompson
3154,4,halsey st
3538,4,house suspect
5271,4,payday loan
3529,4,house rack
3464,4,house apartment
1932,4,cup holder
3344,4,home morning
3034,4,great condition
3491,4,house foot
3045,4,green line
3048,4,green rack
3051,4,green white
5256,4,patio area
3055,4,gresham oregon
3476,4,house burglary
3348,4,home night
3470,4,house black
3399,4,hot lip
2250,4,east rack
3753,4,knott street
4455,4,metal gate
4392,4,market minute
2174,4,downtown oakland
4409,4,mason street
2421,4,fenced gated
4420,4,max line
4451,4,metal basket
4452,4,metal cage
4456,4,metal lock
2445,4,fiber fork
2391,4,fence backyard
4471,4,metal wire
4850,4,nv rack
2187,4,drink holder
2371,4,facial hair
2196,4,driveway ave
4515,4,mini van
2442,4,fessenden st
4349,4,mall parking
4522,4,minute cable
4888,4,oak manor
4914,4,office rack
4170,4,locked gated
4910,4,office garage
2142,4,door private
2544,4,fork black
4208,4,locker apartment
4215,4,locker lock
4879,4,nw park
4344,4,mall entrance
4225,4,locking tire
4240,4,loop cable
2506,4,food burnside
4266,4,lot person
4286,4,lower parking
2491,4,floor parking
4306,4,main door
4517,4,mins later
2357,4,evolution lock
5150,4,pacific university
4749,4,new tire
4634,4,morrison bridge
4647,4,mount rack
2284,4,employee parking
4651,4,mountain bike
2281,4,employee cage
4656,4,mountain house
2235,4,duty lock
4667,4,mounted rack
4615,4,morning outside
4672,4,mt hood
4680,4,multiple person
4683,4,multnomah county
4741,4,new house
4691,4,music festival
4705,4,near garden
2256,4,east village
4619,4,morning rack
2304,4,entire rack
2354,4,evidence lock
4573,4,monday evening
2352,4,everett street
4820,4,north park
4544,4,minute time
4818,4,north end
4552,4,mission street
2346,4,evening lock
4807,4,noise outside
4795,4,night rack
4607,4,morning home
2324,4,entry building
4583,4,montana ave
2320,4,entrance rack
4782,4,night lock
4595,4,morning april
4604,4,morning garage
2309,4,entrance cable
2572,4,frame bar
2575,4,frame blue
4920,4,ohio state
3888,4,light wheel
3843,4,left unattended
2828,4,garage point
3872,4,light handlebar
2823,4,garage person
2053,4,deschute brewery
5075,4,outside mission
3881,4,light rear
2813,4,garage opener
5102,4,outside shop
2810,4,garage office
2804,4,garage near
3904,4,lincoln st
2795,4,garage minute
5047,4,outside east
3916,4,lit area
3920,4,little bit
2039,4,deck house
2035,4,deck apartment
4154,4,locked camper
2874,4,garage university
5148,4,pacific place
2898,4,garden park
5147,4,pacific college
3770,4,kryptonite ulock
5145,4,pacific beach
3772,4,kuat nv
5138,4,owner home
3793,4,large black
2853,4,garage st
5136,4,owner car
2872,4,garage trek
3796,4,large frame
5127,4,overnight lock
3804,4,late afternoon
2855,4,garage steel
5116,4,outside university
3940,4,lock accessory
2770,4,garage june
2769,4,garage item
4128,4,lock untouched
4093,4,lock second
4100,4,lock sign
4101,4,lock site
2632,4,fremont street
4963,4,open neighbor
4962,4,open morning
4957,4,open lock
4955,4,open house
2768,4,garage interstate
2607,4,frame street
2605,4,frame small
4140,4,lock work
2601,4,frame sign
2599,4,frame seat
2598,4,frame scratch
2595,4,frame rail
2656,4,friend porch
4981,4,opened garage
4073,4,lock police
4053,4,lock night
3945,4,lock apartment
2766,4,garage inside
2763,4,garage hug
3959,4,lock body
2749,4,garage fremont
2748,4,garage frame
3976,4,lock clipped
3977,4,lock code
5003,4,oregon university
3988,4,lock damage
2736,4,garage early
2703,4,garage beer
2698,4,garage avenue
2101,4,door access
4042,4,lock main
4177,4,locked metal
4122,4,lock tree
6205,4,residential home
403,4,apartment outside
7584,4,tire silver
6306,4,road tire
1235,4,busy area
6312,4,rockridge bart
392,4,apartment laundry
399,4,apartment morning
1223,4,bus pole
421,4,apartment step
6325,4,room basement
6332,4,room garage
6336,4,room individual
7561,4,time week
6338,4,room kryptonite
1209,4,burnside bridge
6290,4,road garage
6287,4,road black
7596,4,tool box
7599,4,tool lock
1250,4,cable car
1251,4,cable chain
1252,4,cable clean
6273,4,riser bar
6269,4,rim tire
6267,4,rim black
371,4,apartment deck
6256,4,right handlebar
1280,4,cable place
7620,4,traffic area
6235,4,return frame
1287,4,cable rest
6230,4,restaurant rack
419,4,apartment staircase
1206,4,burnside 28th
6228,4,restaurant pm
7507,4,thomson stem
442,4,apt basement
6426,4,scene cable
446,4,apt door
6432,4,scene theft
7512,4,thule roof
1137,4,building laundry
6448,4,school education
1205,4,burnside 20th
455,4,apt storage
6479,4,schwinn seat
466,4,area condo
6488,4,scott community
7485,4,thieve foot
470,4,area fence
1154,4,building outside
435,4,appartment building
1161,4,building psu
6406,4,santa monica
6404,4,santa clara
6395,4,sam hospital
6387,4,salem oregon
1184,4,building time
6378,4,safeway grocery
6377,4,safeway broadway
1192,4,bullhorn bar
7547,4,time outside
1197,4,burglar garage
6357,4,roommate garage
7548,4,time period
6354,4,room underground
7551,4,time police
7622,4,traffic pole
6215,4,rest frame
5971,4,rack stair
1413,4,car drive
6015,4,rack usd
7848,4,video theft
1429,4,car negotiable
1424,4,car lock
7809,4,va hospital
6022,4,rack water
7807,4,uw campus
6062,4,rd st
7806,4,utility room
1412,4,car corner
7800,4,usc campus
1405,4,car apartment
6044,4,railing kryptonite
6051,4,railing stair
7849,4,video thief
7850,4,video thieve
1441,4,car seat
251,4,access point
5998,4,rack train
1451,4,car trunk
7858,4,view security
7859,4,view street
1461,4,card fraud
5990,4,rack theft
244,4,access cage
7862,4,village apartment
1467,4,carport apartment
242,4,access building
1471,4,carport home
5976,4,rack storage
5975,4,rack stolen
7780,4,university utah
6071,4,rear deck
7637,4,tree cable
338,4,american man
6170,4,report online
1332,4,cage thief
7652,4,trek hybrid
6193,4,residence yard
6194,4,resident access
335,4,american flag
1317,4,cage door
7772,4,university medical
7648,4,trek disc
6203,4,residential complex
1308,4,cable wire
1305,4,cable wall
1302,4,cable tree
6212,4,residential street
7665,4,trimet bus
1338,4,cal state
1342,4,camera area
6155,4,renovo hardwood
7674,4,truck canopy
6153,4,release wheel
6143,4,registration sticker
6139,4,reel inn
6128,4,red specialized
7720,4,ulock frame
6118,4,red line
7728,4,unattended minute
1368,4,campus corner
1375,4,campus lock
6089,4,rear shimano
296,4,ainsworth st
6079,4,rear hub
6495,4,season market
6496,4,seat bag
6501,4,seat car
681,4,bag rack
886,4,black helmet
6874,4,st garage
882,4,black hair
7181,4,street signpost
6887,4,st mary
7173,4,street pub
6902,4,st rack
6933,4,stair rail
688,4,baked cookies
7162,4,street oregon
7158,4,street mlk
7157,4,street minute
6926,4,stair case
698,4,balcony lock
7187,4,street taylor
672,4,backyard tbd
6865,4,st denver
6859,4,st clair
893,4,black kryptonite
899,4,black orange
901,4,black pannier
909,4,black raleigh
666,4,backyard porch
914,4,black saddle
915,4,black schwinn
920,4,black specialized
7203,4,student health
922,4,black tape
6833,4,sram force
6825,4,springwater corridor
7211,4,subaru outback
850,4,bile rack
6937,4,staircase apartment
6506,4,seat frame
7082,4,store night
7037,4,stolen secure
7099,4,streak giant
7042,4,stolen yard
7052,4,storage building
773,4,basement room
7092,4,store window
770,4,basement residence
7141,4,street hour
768,4,basement parking
7080,4,store min
7078,4,store manager
7073,4,store credit
756,4,basement condo
759,4,basement home
791,4,beach school
7033,4,stolen porch
7029,4,stolen night
7026,4,stolen lock
801,4,bed pickup
7106,4,street apartment
7014,4,stolen backyard
809,4,beer gratitude
810,4,beer hug
813,4,bell black
817,4,bell left
7114,4,street broadway
823,4,belmont st
7116,4,street burnside
6960,4,state college
6957,4,stark street
7134,4,street food
6817,4,splash guard
6812,4,speed mountain
7217,4,summer park
7400,4,theft time
6615,4,shaped rack
7420,4,thief car
6616,4,shattuck hall
6623,4,shed house
7413,4,thief balcony
7409,4,thief apartment
535,4,auto rack
654,4,backyard interstate
1023,4,bottle rack
7393,4,theft polouse
6645,4,shimano ultegra
6663,4,shop store
544,4,ave arrest
7366,4,tenant garage
512,4,asa flat
7425,4,thief entered
6574,4,secured underground
6566,4,secured building
7442,4,thief neighbor
7445,4,thief open
6553,4,secure cage
489,4,area storage
488,4,area security
1081,4,broken lock
6534,4,seattle university
6523,4,seat time
7469,4,thief wall
477,4,area hour
7476,4,thieve able
7478,4,thieve apartment
1105,4,building apartment
6672,4,short black
558,4,ave couch
7344,4,tape white
971,4,blue handlebar
650,4,backyard hour
6793,4,south west
947,4,block nw
7244,4,surly cross
6781,4,son garage
7264,4,sw 13th
7280,4,sw clay
7282,4,sw corbett
7289,4,sw harrison
6746,4,skidmore mason
606,4,ave sw
6735,4,single rack
7294,4,sw market
6734,4,single family
7297,4,sw naito
6680,4,short time
977,4,blue mountain
7301,4,sw pine
591,4,ave pine
583,4,ave near
7313,4,sw yamhill
983,4,blue shirt
6703,4,sign cable
989,4,blue trek
573,4,ave holgate
7333,4,tape bar
566,4,ave garage
6689,4,sidewalk lock
563,4,ave fessenden
6687,4,sidewalk cable
1476,4,carrera cx
757,4,basement door
5641,4,powell butte
5709,4,public storage
5447,4,pm august
5824,4,rack fremont
1597,4,church sw
5455,4,pm evening
5702,4,public market
8004,4,wheel thief
1601,4,circular rack
8085,4,wire basket
203,4,5th market
5810,4,rack downtown
91,4,16th street
50,4,13th hoyt
7998,4,wheel spoke
5471,4,pm parking
5482,4,pm thief
5590,4,porch thief
5825,4,rack friend
5836,4,rack gratitude
1704,4,combination cable
37,4,11th st
5966,4,rack similar
5440,4,pm 00
1563,4,chain padlock
7915,4,webster rd
134,4,25th avenue
1566,4,chain ring
8182,4,yard high
1568,4,chain scene
5844,4,rack helmet
5616,4,post corner
207,4,5th sw
206,4,5th street
7917,4,wednesday april
8176,4,yard fenced
8012,4,white accent
8169,4,yard cable
200,4,5th couch
5716,4,purple streak
8088,4,wire lock
5745,4,rack backyard
159,4,34th belmont
5520,4,polouse police
63,4,14th brazee
5555,4,porch gated
5771,4,rack cage
1639,4,cleary school
1665,4,code locked
5532,4,poor college
199,4,5th clay
1646,4,clinton st
5763,4,rack broadway
1787,4,condominium garage
161,4,35th ave
1778,4,condo parking
5553,4,porch friend
5760,4,rack bolt
56,4,13th street
185,4,45th hawthorne
7940,4,west corner
5726,4,rack 16th
5497,4,pole chain
7995,4,wheel shimano
1673,4,coil lock
1803,4,conviction perps
1801,4,convenience store
86,4,16th avenue
5721,4,quiet residential
54,4,13th marshall
1620,4,clackamas town
7937,4,west burnside
5505,4,pole street
1628,4,class hour
5784,4,rack cleveland
7939,4,west college
5778,4,rack chain
8028,4,white grip
5753,4,rack bell
8202,4,yard residence
5409,4,place cable
1507,4,center downtown
5929,4,rack portland
5393,4,pioneer courthouse
5927,4,rack poor
1871,4,couch davis
25,4,11 30
5384,4,pine st
122,4,20th st
229,4,able lock
5414,4,place mall
220,4,8th ave
5889,4,rack mission
1869,4,costa mesa
24,4,11 00
231,4,able video
8229,4,yesterday morning
1521,4,center parking
221,4,8th avenue
5917,4,rack pacific
5623,4,post locked
7879,4,wall cable
5407,4,place apartment
5901,4,rack night
5908,4,rack office
18,4,10th morrison
8210,4,yard thief
8058,4,wife trek
8212,4,yard union
1855,4,corner st
5913,4,rack oregon
212,4,6th street
1484,4,cash question
8189,4,yard locked
5425,4,plain sight
5878,4,rack mall
128,4,24th ave
5430,4,plastic fender
1496,4,cent store
5368,4,picture old
1881,4,couple minute
5380,4,pier rack
5374,4,piece cable
1853,4,corner rack
7908,4,way house
1714,4,commons apartment
5640,4,powell bookstore
8192,4,yard negotiable
5423,4,place work
7901,4,waterfront park
125,4,22nd st
8029,4,white guy
3934,3,location 15th
7415,3,thief black
3931,3,lobby work
7323,3,tacoma st
8100,3,wood lock
7311,3,sw virginia
8093,3,woman car
3938,3,lock 45
3323,3,home deck
8053,3,white wheel
3942,3,lock additional
7424,3,thief door
8052,3,white wall
7416,3,thief bolt
8095,3,woman trek
7421,3,thief chain
8056,3,wide seat
3870,3,light brown
8097,3,woman white
7319,3,tabor apartment
3338,3,home light
3347,3,home new
7364,3,tenant access
3908,3,line pm
7350,3,tattoos arm
8070,3,window inside
3895,3,likely lock
3906,3,line bus
8075,3,window second
7390,3,theft night
7361,3,teenage boy
7298,3,sw near
3927,3,loading dock
7386,3,theft lock
7385,3,theft likely
7368,3,terrace apartment
3901,3,lincoln 54th
7369,3,terwilliger blvd
7375,3,theft apartment
3899,3,lime green
8078,3,window suv
8064,3,window car
3894,3,likely key
3334,3,home invasion
3909,3,linfield college
7410,3,thief area
3926,3,llyod center
7331,3,tan jacket
8091,3,witness thief
3346,3,home neighbor
7381,3,theft deterrent
7339,3,tape new
7341,3,tape rear
8063,3,window bar
8086,3,wire cable
3915,3,liquor store
3912,3,lion hotel
3882,3,light seat
3330,3,home hallway
7395,3,theft rack
7346,3,target rack
7347,3,target store
8079,3,window theft
7865,3,village west
3322,3,home day
7132,3,street fence
7140,3,street home
4026,3,lock inside
4024,3,lock husband
7142,3,street house
7143,3,street hug
7147,3,street large
7153,3,street locked
3253,3,high security
7156,3,street metro
3254,3,high st
3255,3,high traffic
4020,3,lock holder
8185,3,yard inside
4019,3,lock hitch
3262,3,hitch mount
7166,3,street plain
7167,3,street pm
4014,3,lock half
3269,3,holder frame
4012,3,lock grinder
8180,3,yard garage
3249,3,high fence
7131,3,street farmer
8106,3,wooden gate
7127,3,street dinner
7076,3,store hour
8240,3,young museum
3228,3,helmet black
8239,3,young man
8238,3,young male
8231,3,ymca rack
7098,3,strap rack
4043,3,lock master
7100,3,street 13th
3232,3,helmet glove
7103,3,street 5th
4040,3,lock loop
8206,3,yard street
4037,3,lock locked
7107,3,street apt
7108,3,street ave
3244,3,helmet tool
7110,3,street bart
4035,3,lock location
8200,3,yard property
7117,3,street bus
3271,3,holder rack
8174,3,yard east
3283,3,holladay park
3285,3,holladay street
7224,3,sunday march
7228,3,sunday november
7231,3,sunnyside environmental
7232,3,sunnyvale caltrain
8149,3,world trade
7240,3,sure lock
7250,3,surveillance tape
7254,3,suspect male
3961,3,lock box
7256,3,suspect recycling
3311,3,home blvd
7272,3,sw ash
7278,3,sw burnside
7285,3,sw entrance
7286,3,sw estuary
7287,3,sw hall
8127,3,work outside
8125,3,work nw
7292,3,sw madison
8122,3,work hour
8117,3,work cable
7222,3,sunday evening
7427,3,thief fenced
8151,3,worth alot
8165,3,yard area
7189,3,street time
7190,3,street tree
3289,3,hollywood district
4007,3,lock friend
7191,3,street university
4005,3,lock fork
3290,3,hollywood fitness
8166,3,yard ave
4003,3,lock floor
8164,3,yard apartment
3308,3,home balcony
3297,3,hollywood trader
7193,3,street verde
7195,3,streetportland oregon
7196,3,stretch 14th
3298,3,hollywood transit
7210,3,style rack
3300,3,home 25th
3306,3,home ave
8157,3,yakima hitch
3984,3,lock corner
8027,3,white green
7433,3,thief home
3629,3,inside private
7651,3,trek fuel
7653,3,trek lexa
7656,3,trek navigator
7663,3,triangle frame
3646,3,international beer
3471,3,house block
3642,3,intact rack
3640,3,institue portland
3472,3,house blue
3475,3,house broadway
7676,3,truck driveway
7699,3,tuesday morning
3455,3,house 25th
3627,3,inside office
7700,3,tuesday night
7702,3,tuesday wednesday
7710,3,type box
7711,3,type lock
3477,3,house burnside
3478,3,house cash
7721,3,ulock rack
7727,3,unattached garage
7910,3,way minute
7730,3,unattended yard
3461,3,house 45th
7642,3,tree outside
3863,3,library night
3666,3,ivanhoe st
7931,3,wen field
3684,3,joe parking
7926,3,week year
3448,3,hour video
3681,3,jimmy johns
3450,3,house 11th
3678,3,jeld wen
3673,3,jean black
7623,3,traffic post
3669,3,jackson street
3667,3,jack box
7631,3,transit bus
3656,3,iron railing
7633,3,transit station
7635,3,tree apartment
7925,3,week theft
3665,3,iupui campus
7638,3,tree foot
3451,3,house 13th
3658,3,irvington school
7639,3,tree lock
7921,3,week garage
3452,3,house 14th
4059,3,lock orange
7735,3,underground parkade
7906,3,way garage
7737,3,underground rack
7857,3,view public
7878,3,wall bolt
7821,3,vancouver killingsworth
7831,3,vehicle lock
7834,3,vendetta bar
7837,3,vertical rack
3554,3,hoyt apartment
7844,3,video lair
3503,3,house inner
3507,3,house large
7877,3,walkway house
7851,3,video white
3510,3,house locked
3483,3,house division
3543,3,house unique
7870,3,visible alley
7860,3,view verde
3516,3,house neg
7868,3,virginia ave
7866,3,vineyard development
3523,3,house outside
3532,3,house shaver
3524,3,house overnight
3527,3,house picture
7864,3,village lovejoy
7816,3,value village
3560,3,hub rear
7883,3,wall lock
7884,3,wall locked
3608,3,inside apartment
3605,3,inner mlk
3601,3,information recovery
7903,3,waterfront river
3596,3,indoor rack
7744,3,union building
3594,3,indoor garage
7902,3,waterfront pearl
3592,3,individual storage
3588,3,inch tire
7773,3,university park
3487,3,house east
7776,3,university rack
3488,3,house evening
7790,3,upper floor
7791,3,upshur private
7898,3,warehouse driveway
3575,3,husband work
7798,3,urban outfitter
7894,3,wallace park
3568,3,hug high
3565,3,hug beer
7805,3,utility pole
7933,3,west apartment
7618,3,trade center
7615,3,townhouse complex
8007,3,wheel underground
7479,3,thieve building
3364,3,home second
8026,3,white giro
3367,3,home stair
8025,3,white frame
8024,3,white fork
7503,3,thirsty lion
7505,3,thompson tillamook
7506,3,thomson seat
8023,3,white ford
8021,3,white felt
3377,3,homeless guy
3388,3,hook open
7508,3,thrift store
3799,3,large tree
8005,3,wheel tire
7514,3,thurman happy
8002,3,wheel stolen
7515,3,thurman st
3383,3,hood river
3790,3,landlord key
7520,3,thursday oct
7529,3,timber game
3386,3,hoodie time
3809,3,later lock
3362,3,home robbery
7470,3,thief way
8030,3,white industry
7434,3,thief house
7436,3,thief likely
3847,3,leopard print
8050,3,white tape
7439,3,thief locked
8049,3,white stripe
3845,3,left wide
3354,3,home parking
3842,3,left rear
8048,3,white stag
3835,3,left helmet
7446,3,thief opened
3833,3,left hand
3356,3,home pm
7448,3,thief porch
8039,3,white purple
7456,3,thief secure
3820,3,lawn house
8032,3,white light
7460,3,thief steel
3816,3,laurelhurst theater
7467,3,thief video
3812,3,laundry mat
7534,3,time downstairs
3394,3,hospital rack
7613,3,town portland
7597,3,tool chain
7948,3,west university
7944,3,west main
7577,3,tire rear
7579,3,tire repair
3435,3,hour noticed
7588,3,titanium greenway
7594,3,tom pizza
7595,3,tool bag
3728,3,key time
3727,3,key person
7942,3,west interstate
3718,3,key card
3778,3,labor day
7603,3,tower apt
7938,3,west campus
7605,3,tower garage
3703,3,karma cash
7606,3,tower parking
3699,3,kaiser sunnyside
7936,3,west building
7607,3,tower sw
3691,3,johnson street
3445,3,hour time
3690,3,johnson st
7951,3,westlake ave
3750,3,knight st
7953,3,wharf building
7569,3,tire fender
7536,3,time frame
7537,3,time garage
7542,3,time lock
7994,3,wheel set
3774,3,la boulange
7543,3,time minute
3773,3,kuat rack
3401,3,hotel cable
7991,3,wheel scene
7987,3,wheel quick
3410,3,houghton ave
7549,3,time person
3769,3,kryptonite series
7550,3,time pm
7557,3,time small
3416,3,hour description
3419,3,hour friend
7965,3,wheel car
3759,3,kryptolok series
7956,3,wheel apartment
7565,3,tire blue
3757,3,kona jake
3423,3,hour helmet
5367,3,picture model
6790,3,south park
7074,3,store door
4922,3,ohsu center
5910,3,rack open
5897,3,rack muni
4919,3,officer correct
5895,3,rack movie
5893,3,rack motorhome
5888,3,rack minute
4925,3,old blue
5042,3,outside cramer
5886,3,rack meyer
5884,3,rack mesa
5883,3,rack max
5882,3,rack market
4934,3,older model
4940,3,onguard lock
4911,3,office morning
5919,3,rack parked
5924,3,rack place
4902,3,october lock
4898,3,ocean beach
4884,3,nw street
5932,3,rack psu
5933,3,rack public
4881,3,nw raleigh
5941,3,rack rest
5945,3,rack ride
5949,3,rack room
5952,3,rack scene
5970,3,rack southern
5972,3,rack state
5980,3,rack stretch
5982,3,rack substantial
4944,3,open cable
5877,3,rack main
5876,3,rack lunch
5813,3,rack elementary
5040,3,outside coffee
5039,3,outside classroom
5034,3,outside cable
5791,3,rack concrete
5795,3,rack convention
5024,3,outside art
5799,3,rack couple
5801,3,rack cup
5804,3,rack day
5016,3,outdoor parking
5007,3,original owner
5006,3,orenco station
5004,3,oregon worth
3225,3,heavy set
5817,3,rack eternal
4951,3,open gate
5820,3,rack ferry
5000,3,oregon locked
4988,3,orange seat
4983,3,opener car
5835,3,rack grant
5848,3,rack hospital
5849,3,rack hotel
4976,3,open thing
5856,3,rack intersection
5863,3,rack la
5864,3,rack laundry
5865,3,rack left
5870,3,rack line
5871,3,rack lit
4861,3,nw burnside
5988,3,rack target
4860,3,nw avenue
6131,3,red water
6077,3,rear garage
4775,3,night early
6083,3,rear parking
6084,3,rear passenger
6088,3,rear seat
4768,3,night car
6104,3,recycling 35th
4757,3,newport beach
6116,3,red lettering
6117,3,red light
6119,3,red lion
6121,3,red mountain
6125,3,red rim
4739,3,new construction
6134,3,red yellow
4780,3,night house
4734,3,new apartment
6145,3,rei downtown
6149,3,rei store
4731,3,neon yellow
4728,3,neighborhood lincoln
4725,3,neighbor yard
6160,3,repair kit
4713,3,neighbor door
6164,3,report field
6185,3,residence location
6186,3,residence lock
6191,3,residence storage
4684,3,multnomah st
6192,3,residence tbd
6076,3,rear frame
6072,3,rear derailleur
5993,3,rack thing
4830,3,note polouse
5997,3,rack trace
4855,3,nw 15th
6000,3,rack trimet
6008,3,rack ulock
6009,3,rack unbolted
6011,3,rack unitarian
6014,3,rack unm
4847,3,number wheel
4846,3,number sticker
4845,3,number report
4844,3,number picture
4842,3,number frame
4839,3,number 150084736
4833,3,noticed morning
4829,3,note picture
6069,3,rear car
6023,3,rack way
4827,3,northeast portland
4823,3,north street
4819,3,north entrance
6033,3,rack yard
4816,3,normal giant
6041,3,railing apt
4806,3,noah bagel
6048,3,railing porch
6052,3,railing thief
6055,3,raleigh st
6058,3,rd ave
4792,3,night pm
6066,3,rear black
5041,3,outside condo
5765,3,rack buck
6197,3,resident garage
5467,3,pm october
5240,3,parking ramp
5503,3,pole sidewalk
5500,3,pole locked
5498,3,pole corner
5486,3,pm today
5484,3,pm time
5464,3,pm morning
5051,3,outside food
5463,3,pm monday
5459,3,pm house
5248,3,parkrose transit
5250,3,pass roadhouse
5457,3,pm garage
5450,3,pm cut
5504,3,pole sign
5507,3,pole thief
5510,3,police complaint
5525,3,polouse station
5526,3,polouse surveillance
5232,3,parking lotse
5535,3,porch 35th
5230,3,parking lock
5545,3,porch chain
5226,3,parking facility
5221,3,parking apartment
5220,3,parked right
5563,3,porch kryptonite
5566,3,porch main
5218,3,parked parking
5567,3,porch mall
5585,3,porch stair
5258,3,patio cable
5260,3,patio fence
5446,3,pm apartment
